reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
events,8,euclidean,none,uniform,1000,-0.40222214350000013,4.312124781088063,-0.1902044332499999,4.272268502551447,3.3411096641173677,4.879869894279719,13.690949938175851
events,3,euclidean,none,inverse2,1000,-0.3454829244055552,4.423176671269783,-0.0727714911471167,4.595508959678113,3.39666885148594,4.8809722223771175,14.50710706000494
events,16,euclidean,none,inverse,1000,-0.46175517868517,4.160658015888452,-0.2720459021503448,4.1694578292838385,3.347938588653563,4.883344337197655,12.981696809702083
events,3,euclidean,none,inverse,1000,-0.34759598432923217,4.426008752376589,-0.06999554809829968,4.6010712198825034,3.4173790747521635,4.8861274172730695,14.39762487904239
events,3,euclidean,none,uniform,1000,-0.34969680100000006,4.431065784378023,-0.06697200700000001,4.609893931390497,3.450624769466239,4.90178245258632,14.339309857512719
events,32,euclidean,sqrt,uniform,1000,-0.21727889818749996,4.391261722739702,-0.07950366387500003,4.400054104045844,3.242549635913413,4.905811616560405,14.26286575594491
events,16,euclidean,none,uniform,1000,-0.4713508447499999,4.170403078002323,-0.28603780262499995,4.184636930982967,3.352820806710971,4.920630079882889,13.028755777561758
events,24,euclidean,none,inverse2,1000,-0.5288054542608324,4.178747125594771,-0.30806945713060374,4.170278622999997,3.403403937180463,4.942366600453324,12.892986983928909
events,24,euclidean,none,inverse,1000,-0.5467263936456969,4.192226955209713,-0.32696738624360616,4.189490345347044,3.46285600462239,4.984154932172501,12.887739807510638
events,24,euclidean,none,uniform,1000,-0.5635856735000002,4.206905610530541,-0.3446236824166665,4.2091362340383025,3.4594625475822864,4.984764273480807,12.878756382473528
events,48,euclidean,sqrt,inverse2,1000,-0.26920249519486267,4.379303370465199,-0.09664938096283701,4.42696723032039,3.335291609392277,4.9927402494746875,13.877112496416967
events,8,euclidean,sqrt,inverse,1000,-0.21284829900413502,4.624823825580266,-0.019515037537433288,4.59590836383913,3.2593177409621665,5.032790981088693,14.050249343475988
events,8,euclidean,sqrt,inverse2,1000,-0.20881157227539843,4.616428117618173,-0.01301037834870786,4.582647286065754,3.255709467370621,5.032852085587821,14.105472181131068
events,48,euclidean,sqrt,inverse,1000,-0.27548423238025754,4.3869079209622805,-0.10267318259875513,4.438397984978607,3.3654848705403175,5.033487590868662,13.832804984078262
events,32,euclidean,none,inverse2,1000,-0.5703865068472405,4.203448914001924,-0.3555478493893016,4.187323067984761,3.428370623447546,5.04344552450382,13.161068514218643
templates,3,euclidean,none,inverse2,1000,-0.47473167595170856,4.242425926921778,-0.26155055016325723,4.383641234746516,3.581284432931396,5.0489709944057335,12.590291581038496
templates,3,euclidean,none,inverse,1000,-0.48724208599260566,4.25125760708402,-0.26505293372774386,4.3908394094256264,3.6017088373360973,5.063694312264315,12.731348671891672
events,8,euclidean,sqrt,uniform,1000,-0.21661590599999994,4.634803599750236,-0.025810458249999953,4.610767443856667,3.3045219060112685,5.064517756245905,14.09093398054501
templates,5,euclidean,none,inverse2,1000,-0.553309253937148,4.036644017627444,-0.3641048148126796,4.275420145178924,3.644550217601185,5.085794293714322,12.294353671978053
templates,3,euclidean,none,uniform,1000,-0.5002017876666668,4.264588545508367,-0.2700020936666667,4.402440297869433,3.687299778070878,5.101216759914062,12.708097723575854
events,48,euclidean,sqrt,uniform,1000,-0.2813887474583334,4.394353995676368,-0.10813369679166664,4.44940637198883,3.4067265939812286,5.102818825290931,13.788120772756251
events,64,euclidean,sqrt,inverse2,1000,-0.2998158646713785,4.42356578805826,-0.14640823841224557,4.47716242010279,3.401324571095359,5.116241572520016,14.175314141754933
templates,5,euclidean,none,inverse,1000,-0.5806287673614411,4.04794238136647,-0.3787843881248696,4.286686665309681,3.7152109403304108,5.121698280123131,12.284664802467406
events,32,euclidean,none,uniform,1000,-0.6112182285,4.237724843930113,-0.40242036574999995,4.234946408903895,3.5188083148550247,5.1322537652734175,13.150858569464182
events,32,euclidean,none,inverse,1000,-0.5916254505804288,4.220209064560981,-0.37995687369190534,4.211318774677333,3.4867306075502222,5.144877622162024,13.133421734706786
events,5,euclidean,sqrt,inverse,1000,-0.21280444763350123,4.695658890369233,0.04486238989247228,4.530182127829884,3.40078793507261,5.152139826221952,13.948481498662122
