reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
templates,5,cosine,none,inverse2,1000,0.04340622798877589,2.454161199551867,0.07926402174569395,2.5416320910460373,2.4152052670470554,3.334344963617841,6.600626985723906
events,24,euclidean,sqrt,uniform,1000,-0.0475500930833334,2.279467173678245,0.035679741333333494,2.415719067295883,2.3410139791189533,3.3360240170619937,6.295104606389047
events,48,euclidean,l1,inverse,1000,-0.0029503690438694753,2.3405852431454135,0.07914327668694927,2.458003687717341,2.4367552398418972,3.3377159996473096,6.62370915964905
events,32,euclidean,sqrt,inverse,1000,-0.06913075466828936,2.282707346847173,0.026218974957989877,2.4283059683952075,2.37799560999507,3.3382320499054043,6.316294345521215
events,16,euclidean,sqrt,uniform,1000,-0.04104756850000008,2.274748053404429,0.07437919674999995,2.4108638636486486,2.368602542899264,3.3421586125303375,6.245377908995947
events,48,euclidean,sqrt,inverse2,1000,-0.06207360878562511,2.318285143534342,0.04244103154764911,2.4593645081374267,2.4131292622403535,3.3445103075465816,6.404575226800999
templates,3,cosine,l1,inverse,1000,0.06729332900092194,2.5095691131383266,0.09060096593902255,2.5516350866372557,2.507103019088108,3.357846152142814,6.787907972918026
templates,3,cosine,none,inverse,1000,0.06729332900092347,2.509569113138327,0.0906009659390231,2.5516350866372544,2.507103019088112,3.3578461521428573,6.787907972918031
templates,5,euclidean,l1,uniform,1000,0.031717368999999995,2.3484273736090184,0.06615961899999999,2.5082328438233406,2.464906462472922,3.3896010556998917,6.680488147261509
events,48,euclidean,sqrt,inverse,1000,-0.062214371402295875,2.330085175683846,0.0433624736187526,2.4715345672434412,2.4360035751649423,3.3938183954123406,6.459656576064346
events,48,euclidean,sqrt,uniform,1000,-0.0624490649583334,2.3415331776634702,0.04420249237499985,2.4832546335241332,2.4457917798305266,3.3989109260368218,6.512732549492913
events,3,euclidean,l1,inverse2,1000,0.06199975916566934,2.5604013446224996,0.1105499307256167,2.5174543245975105,2.563527460221054,3.4007300665274847,7.124863017983539
events,48,euclidean,none,inverse2,1000,-0.04950605048902903,2.3551852619180647,0.019185895184584374,2.491093099596465,2.4863727106080757,3.4054696976478893,6.601513463788426
events,12,euclidean,sqrt,inverse2,1000,-0.04797516252925415,2.298821501805191,0.06490363193050565,2.4180702395496163,2.4141964322725706,3.407199092706399,6.293809003543093
templates,8,cosine,l1,inverse2,1000,0.006748784880231995,2.4753769074522496,0.07058665365143825,2.587062629821045,2.4387414199907522,3.409540460080542,6.5858593322117684
templates,8,cosine,none,inverse2,1000,0.006748784880235348,2.4753769074522483,0.07058665365143994,2.5870626298210424,2.4387414199907527,3.4095404600805463,6.585859332211774
events,3,euclidean,l1,inverse,1000,0.06437184973820437,2.5562140219021696,0.118249738296857,2.516458044514164,2.5747613656792923,3.4111787282934722,7.140683506779789
events,48,euclidean,l1,uniform,1000,-0.008976991208333167,2.3752611096771377,0.07740958383333342,2.4974887325405475,2.5182783419812043,3.411818164313896,6.6399969005426405
events,32,euclidean,none,uniform,1000,-0.04322561662499997,2.3637673166549966,0.021727737687500217,2.4851239479434275,2.4995573217955283,3.414516824345926,6.636205657088047
templates,3,cosine,l1,uniform,1000,0.06040421233333332,2.544266635999553,0.09161413966666668,2.6104206360182465,2.5942006757077145,3.417511458198354,6.904071863412387
templates,3,cosine,none,uniform,1000,0.06040421233333332,2.544266635999553,0.09161413966666668,2.6104206360182465,2.5942006757077145,3.417511458198354,6.904071863412387
templates,5,cosine,l1,inverse,1000,0.033694657808544845,2.4856157860012,0.08013902609932251,2.5894820668962253,2.54018562728053,3.42229010968468,6.877398152063173
templates,5,cosine,none,inverse,1000,0.03369465780854692,2.4856157860011994,0.08013902609932341,2.5894820668962235,2.5401856272805206,3.4222901096847065,6.877398152063171
templates,12,euclidean,l1,inverse2,1000,0.006702677885986443,2.4169607257635293,0.09124958616975584,2.553798751151586,2.4784742509512094,3.423418341043406,6.899095592031216
events,3,euclidean,l1,uniform,1000,0.06646501233333331,2.5559604914934475,0.12595737966666665,2.519202579473452,2.566264034306357,3.4247250465483927,7.101108152144396
events,64,euclidean,l1,inverse,1000,-0.015295992897725742,2.405031255384761,0.08382782507055947,2.530013172547614,2.534133625253546,3.427069852921687,6.665589113875132
events,12,euclidean,sqrt,inverse,1000,-0.047354729506991045,2.3047956810052406,0.06814641282414753,2.424564382484886,2.416313846292952,3.42942764862144,6.255044010556173
templates,5,euclidean,sqrt,inverse2,1000,-0.06403191569839722,2.411728052633258,0.06804299520123004,2.545450636682156,2.5930837725130704,3.430377482815777,6.6735277442942245
events,8,euclidean,sqrt,uniform,1000,-0.06434302600000012,2.385912751215187,0.07115944800000007,2.4671765420064253,2.518978958774231,3.430682442058669,6.60696054463439
events,64,euclidean,sqrt,inverse2,1000,-0.06642129811347376,2.363790123714894,0.05412506131322138,2.5174516721807665,2.445441909336564,3.434499509448984,6.637522094416045
events,8,euclidean,sqrt,inverse,1000,-0.06400161168345751,2.3785600708477226,0.06655168341603115,2.4614804483971735,2.4970338341541463,3.4506174995209444,6.585458767887535
events,8,euclidean,sqrt,inverse2,1000,-0.06349517741839691,2.372248988989167,0.06178986763815539,2.456563567741589,2.4826899572790433,3.451810501710674,6.561687101056782
templates,5,euclidean,sqrt,inverse,1000,-0.0643185708649447,2.426100593882628,0.06979168802336977,2.5576688193487667,2.606321499474828,3.45615751849151,6.702682811823325
events,12,euclidean,sqrt,uniform,1000,-0.04666626266666654,2.3114224240303214,0.07115952633333349,2.4316041939555095,2.436143400730567,3.4581821112099056,6.329454392145187
events,3,euclidean,none,inverse2,1000,0.03859868470733694,2.438351646718439,0.0300216971137028,2.483982595749837,2.5710849062821244,3.465101575930548,6.575354613657367
events,8,cosine,l1,inverse2,1000,0.056060844536495305,2.5376442688844842,0.06821373010021106,2.7011628482995023,2.5339110479499505,3.4689235454092326,7.016312780425444
events,8,cosine,none,inverse2,1000,0.05606084453649414,2.5376442688844847,0.0682137301002115,2.7011628482995027,2.533911047949941,3.46892354540924,7.016312780425451
templates,12,cosine,none,inverse2,1000,-0.016764697940144943,2.5201659729102635,0.07874511866671333,2.6267677213582754,2.4548897006263077,3.469972718092736,6.867723829382867
templates,12,cosine,l1,inverse2,1000,-0.01676469794014838,2.520165972910265,0.07874511866671143,2.6267677213582785,2.454889700626314,3.4699727180927593,6.867723829382859
